0,0.0
1000,0.011226803795690743
2000,0.02079970020375303
3000,0.029709878781284258
4000,0.03817582311392925
5000,0.04629526552119255
6000,0.05412347504388723
7000,0.06170978921951237
8000,0.06908296209062316
9000,0.07626287008554328
10000,0.08326825046970829
11000,0.09011960817510425
12000,0.09682648860110404
13000,0.103400990443209
14000,0.10985108784163593
15000,0.11618247661082542
16000,0.12240462358719251
17000,0.12852220326672634
18000,0.13453470499020123
19000,0.14045124206072207
20000,0.14627397495962846
21000,0.15200588907931675
22000,0.15764898777521094
23000,0.1632104595579498
24000,0.16869395760507108
25000,0.17409924622770137
26000,0.17942978219598393
27000,0.18468721533203258
28000,0.1898757094726108
29000,0.19499860354342508
30000,0.2000504767003872
31000,0.20503949949110845
32000,0.20996598616742002
33000,0.21482695133692548
34000,0.21962722662152961
35000,0.22436331596961026
36000,0.22904346849173654
37000,0.23366253831417247
38000,0.23822794963643026
39000,0.24273039274801048
40000,0.2471819663444145
41000,0.2515686469376748
42000,0.2559031224454763
43000,0.26018382160866294
44000,0.26440960526434665
45000,0.2685867584491515
46000,0.27271151014110295
47000,0.2767872385473866
48000,0.2808153185197639
49000,0.28479508227309347
50000,0.2887222874076541
51000,0.2925963447012624
52000,0.29642416769420465
53000,0.30020544213464984
54000,0.30393313663787463
55000,0.30761247564057287
56000,0.3112474658535924
57000,0.3148361039215093
58000,0.3183781541554501
59000,0.32186725295583307
60000,0.32531216009245284
61000,0.32871220778016824
62000,0.3320666103894012
63000,0.3353750929497994
64000,0.3386377340243207
65000,0.3418511161243007
66000,0.3450206600938277
67000,0.34814581599219707
68000,0.3512261124416621
69000,0.3542624921977162
70000,0.35725503382331736
71000,0.36020098761494246
72000,0.36310051069850713
73000,0.36595678487380234
74000,0.36876694259286824
75000,0.37153510841098947
76000,0.3742588075949953
77000,0.37693788301897013
78000,0.37957158833481486
79000,0.3821599235425294
80000,0.38470567762711577
81000,0.38720896843301067
82000,0.3896699138046508
83000,0.39208878871238845
84000,0.39446496465256115
85000,0.3967962811438295
86000,0.3990838380676026
87000,0.40132798895719063
88000,0.40352425572399886
89000,0.4056757416048605
90000,0.4077829965404801
91000,0.40984460639761733
92000,0.41186214243542807
93000,0.41383576177982806
94000,0.4157627147272942
95000,0.41764068367057133
96000,0.4194737931649441
97000,0.4212627895585115
98000,0.4230073978809213
99000,0.4247078931025258
100000,0.426362703964169
101000,0.42796739165873504
102000,0.4295256879267196
103000,0.4310381427088272
