count,mask
56.2675,-genome-
11.9939,-bridge--gatc--genome-
7.4182,-bridge--genome-
2.5786,-genome--bridge--genome-
2.4082,-genome--gatc--egdirb-
2.1281,-genome--egdirb--genome-
1.9465,-genome--bridge--gatc--genome-
1.8389,-genome--egdirb-
1.1274,-genome--blunt--genome-
1.0499,-genome--tnulb--genome-
0.9131,-genome--gatc--egdirb--genome-
0.8182,-tnulb--genome-
0.5181,-bridge--gatc--egdirb--genome-
0.4279,-genome--bridge--gatc--egdirb--genome-
0.4103,-bridge--gatc--genome--bridge--genome-
0.3153,-bridge--gatc--genome--egdirb--genome-
0.2803,-bridge--gatc--genome--tnulb--genome-
0.2062,-bridge--gatc--genome--blunt--genome-
0.1729,-genome--blunt--genome--egdirb--genome-
0.1632,-bridge--genome--bridge--genome-
0.1558,-genome--bridge--gatc--egdirb-
0.1459,-genome--bridge--genome--tnulb--genome-
0.1411,-bridge--genome--egdirb--genome-
0.1357,-blunt--genome-
0.1332,-bridge--genome--blunt--genome-
0.1172,-bridge--genome--tnulb--genome-
0.1112,-tnulb--bridge--gatc--genome-
0.0989,-bridge--gatc--[6]--egdirb--genome-
0.0814,-genome--blunt-
0.0684,-genome--gatc--egdirb--[2]--
0.068,-tnulb--bridge--genome-
0.067,-genome--blunt--genome--bridge--genome-
0.0668,-genome--gatc--egdirb--[1]--
0.0648,-genome--egdirb--[2]--
0.0632,-genome--egdirb--genome--gatc--egdirb-
0.061,-genome--egdirb--genome--tnulb--genome-
0.0602,-genome--egdirb--[1]--
0.0582,-egdirb--genome-
0.0545,-genome--bridge--genome--gatc--egdirb-
0.054,-genome--blunt--genome--gatc--egdirb-
0.0519,-genome--tnulb-
0.0412,-genome--bridge--[3]--
0.0408,-genome--bridge-
0.0399,--[6]--bridge--genome-
0.038,-bridge--gatc--genome--blunt-
0.0375,-genome--bridge--[1]--
0.0364,-bridge--gatc--genome--bridge--genome--tnulb--genome-
0.0358,-tnulb--genome--egdirb--genome-
0.0357,-tnulb--genome--bridge--genome-
0.0353,-genome--egdirb--genome--egdirb-
0.0353,-tnulb--genome--gatc--egdirb-
0.0343,-genome--bridge--[2]--
0.0337,-genome--tnulb--genome--gatc--egdirb-
0.0331,-tnulb--genome--bridge--gatc--genome-
0.0313,-genome--bridge--gatc--genome--bridge--genome-
0.0309,-genome--bridge--genome--bridge--genome-
0.0301,-genome--blunt--genome--egdirb-
0.03,-genome--bridge--gatc--genome--egdirb--genome-
0.0293,-tnulb--bridge--gatc--egdirb--genome-
0.0292,-tnulb--genome--egdirb-
