count,mask
51.7655,-genome-
9.9256,-bridge--gatc--genome-
6.1891,-bridge--genome-
3.1861,-genome--illumina--genome-
2.2605,-genome--bridge--genome-
1.9038,-genome--egdirb--genome-
1.5756,-genome--bridge--gatc--genome-
1.5063,-bridge--gatc--genome--illumina--genome-
1.4193,-genome--gatc--egdirb--illumina--genome-
1.0699,-genome--egdirb--illumina--genome-
1.0341,-genome--blunt--genome-
0.9692,-genome--tnulb--genome-
0.8823,-bridge--genome--illumina--genome-
0.7629,-tnulb--genome-
0.7045,-genome--gatc--egdirb--genome-
0.4311,-bridge--gatc--egdirb--genome-
0.3598,-bridge--gatc--genome--bridge--genome-
0.3243,-genome--bridge--gatc--egdirb--genome-
0.2704,-bridge--gatc--genome--egdirb--genome-
0.2673,-genome--bridge--gatc--genome--illumina--genome-
0.2314,-bridge--gatc--genome--tnulb--genome-
0.222,-genome--bridge--genome--illumina--genome-
0.1819,-bridge--gatc--genome--blunt--genome-
0.1721,-genome--gatc--egdirb--genome--illumina--genome-
0.1702,-genome--egdirb--genome--illumina--genome-
0.1658,-genome--blunt--genome--egdirb--genome-
0.1418,-bridge--genome--bridge--genome-
0.1377,-genome--bridge--genome--tnulb--genome-
0.1254,-bridge--genome--egdirb--genome-
0.12,-genome--illumina-
0.1172,-genome--illumina--[5]--
0.1158,-bridge--genome--blunt--genome-
0.1112,-genome--illumina--[2]--
0.1111,-genome--illumina--[3]--
0.1095,-genome--illumina--[1]--
0.1081,-genome--illumina--[4]--
0.1073,-genome--illumina--[8]--
0.107,-genome--illumina--[7]--
0.1052,-genome--illumina--[9]--
0.1046,-genome--illumina--[6]--
0.1014,-genome--illumina--[11]--
0.1011,-bridge--genome--tnulb--genome-
0.1005,-genome--illumina--[10]--
0.0912,-genome--bridge--gatc--egdirb--illumina--genome-
0.0887,-tnulb--bridge--gatc--genome-
0.0862,-blunt--genome-
0.0767,-genome--bridge--gatc--egdirb--genome--illumina--genome-
0.0764,-bridge--gatc--[6]--egdirb--genome-
0.0654,-genome--gatc--egdirb--[2]--
0.0645,-genome--blunt--genome--illumina--genome-
0.0645,-genome--gatc--egdirb--[4]--
0.0636,-bridge--gatc--egdirb--genome--illumina--genome-
0.063,-genome--gatc--egdirb--[3]--
0.0619,-genome--blunt--genome--bridge--genome-
0.0618,-genome--gatc--egdirb-
0.0618,-genome--egdirb--[2]--
0.0617,-genome--gatc--egdirb--[1]--
0.0611,-genome--egdirb--[4]--
0.0604,-genome--gatc--egdirb--[9]--
0.0601,-genome--egdirb--[9]--
0.0594,-genome--gatc--egdirb--[6]--
0.0589,-genome--gatc--egdirb--[8]--
