count,mask
98.7533,-genome-
0.4621,-genome--tnulb--genome-
0.1596,-genome--illumina--genome-
0.0455,-bridge--gatc--genome-
0.0398,-genome--blunt--genome-
0.0388,-genome--egdirb--genome-
0.0372,-genome--bridge--genome-
0.0358,-genome--illumina-
0.0316,-bridge--genome-
0.0225,-genome--gatc--egdirb--illumina--genome-
0.0221,-bridge--gatc--genome--illumina--genome-
0.0217,--[7]--bridge--genome-
0.0208,-genome--egdirb--illumina--genome-
0.0185,-genome--bridge--gatc--genome-
0.0167,-bridge--genome--illumina--genome-
0.0155,-genome--bridge--gatc--egdirb--genome-
0.0106,-genome--gatc--egdirb--genome-
0.0088,-genome--bridge--gatc--genome--illumina--genome-
0.007,-genome--illumina--[1]--
0.0066,-genome--gatc--egdirb--genome--illumina--genome-
0.0063,-genome--bridge--genome--illumina--genome-
0.0051,-genome--egdirb--genome--illumina--genome-
0.005,-genome--bridge--gatc--egdirb--genome--illumina--genome-
0.0048,-genome--illumina--[3]--
0.0041,-genome--illumina--[7]--
0.0039,-tnulb--genome-
0.0034,-genome--illumina--[5]--
0.0033,-genome--tnulb--genome--illumina--genome-
0.0032,-genome--blunt--genome--illumina--genome-
0.0031,-genome--illumina--[6]--
0.0029,-bridge--gatc--egdirb--genome-
0.0025,-genome--illumina--[2]--
0.0025,-genome--illumina--[11]--
0.0024,-genome--illumina--[8]--
0.0023,-genome--illumina--[4]--
0.0022,-genome--illumina--[9]--
0.002,-genome--bridge--gatc--egdirb--illumina--genome-
0.0018,-bridge--gatc--genome--bridge--genome-
0.0018,-genome--illumina--[10]--
0.0014,-bridge--genome--bridge--genome-
0.0014,-genome--blunt--genome--egdirb--genome-
0.0013,-genome--bridge--genome--bridge--genome-
0.0012,-bridge--gatc--genome--blunt--genome-
0.0012,-genome--egdirb--[2]--
0.0012,-bridge--genome--blunt--genome-
0.0012,-genome--blunt--illumina--genome-
0.0012,-genome--egdirb--genome--gatc--egdirb--illumina--genome-
0.0011,-genome--bridge--[2]--
0.0011,-bridge--gatc--genome--egdirb--genome-
0.001,-genome--bridge--gatc--tnulb--genome-
0.001,-bridge--gatc--egdirb--genome--illumina--genome-
0.001,-genome--gatc--egdirb--[5]--
0.001,-bridge--gatc--genome--illumina--[6]--
0.001,-genome--gatc--egdirb--[3]--
0.001,-genome--gatc--egdirb--illumina--[4]--
