count,mask
34.2685,-genome-
9.2787,-genome--illumina--genome-
7.2861,-bridge--gatc--genome-
3.5646,-bridge--gatc--genome--illumina--genome-
3.4592,-genome--bridge--gatc--genome-
3.3183,-genome--gatc--egdirb--illumina--genome-
2.1013,-genome--bridge--genome-
2.0615,-genome--gatc--egdirb--genome-
2.0278,-genome--egdirb--genome-
1.7217,-genome--bridge--gatc--genome--illumina--genome-
1.4692,-bridge--genome-
1.2653,-genome--egdirb--illumina--genome-
1.1272,-genome--gatc--egdirb--genome--illumina--genome-
1.1132,-genome--blunt--genome-
1.054,-genome--tnulb--genome-
0.8144,-genome--bridge--genome--illumina--genome-
0.8104,-genome--bridge--gatc--egdirb--genome-
0.7582,-bridge--genome--illumina--genome-
0.7102,-genome--egdirb--genome--illumina--genome-
0.4979,-genome--bridge--gatc--egdirb--genome--illumina--genome-
0.3712,-genome--tnulb--genome--illumina--genome-
0.3352,-genome--blunt--genome--illumina--genome-
0.3328,-tnulb--genome-
0.3321,-bridge--gatc--genome--bridge--genome-
0.2392,-bridge--gatc--genome--egdirb--genome-
0.2154,-genome--bridge--gatc--egdirb--illumina--genome-
0.215,-genome--illumina--[1]--
0.2147,-genome--illumina--[9]--
0.2138,-genome--illumina--[6]--
0.2131,-genome--illumina--[7]--
0.2112,-genome--illumina--[4]--
0.2103,-genome--illumina--[11]--
0.2101,-genome--illumina--[10]--
0.2085,-genome--illumina--[5]--
0.2083,-genome--illumina--[2]--
0.2068,-genome--illumina--[8]--
0.204,-genome--illumina--[3]--
0.2028,-genome--illumina-
0.1959,-bridge--gatc--genome--tnulb--genome-
0.1665,-bridge--gatc--egdirb--genome-
0.1561,-bridge--gatc--genome--blunt--genome-
0.1395,-genome--blunt--genome--egdirb--genome-
0.127,-bridge--gatc--egdirb--genome--illumina--genome-
0.1152,-genome--bridge--genome--tnulb--genome-
0.1113,-genome--bridge--gatc--tnulb--genome-
0.1016,-bridge--gatc--genome--bridge--genome--illumina--genome-
0.1012,-bridge--gatc--genome--egdirb--genome--illumina--genome-
0.0985,-genome--egdirb--genome--gatc--egdirb--illumina--genome-
0.0919,-genome--blunt--genome--gatc--egdirb--illumina--genome-
0.0918,-genome--gatc--egdirb--[6]--
0.0907,-bridge--gatc--genome--tnulb--genome--illumina--genome-
0.0899,-genome--gatc--egdirb--[7]--
0.0896,-genome--gatc--egdirb--[9]--
0.0893,-genome--gatc--egdirb--[8]--
0.0857,-genome--gatc--egdirb--[3]--
0.0853,-genome--bridge--genome--gatc--egdirb--illumina--genome-
0.0849,-genome--blunt--illumina--genome-
0.0836,-genome--gatc--egdirb--[4]--
0.0819,-genome--gatc--egdirb--[5]--
0.0811,-bridge--gatc--[6]--egdirb--genome-
0.081,-genome--gatc--egdirb--[2]--
0.0798,-genome--gatc--egdirb--[1]--
0.0793,-genome--gatc--egdirb-
0.0754,-tnulb--genome--illumina--genome-
0.073,-genome--bridge--gatc--tnulb--genome--illumina--genome-
0.0729,-bridge--gatc--genome--illumina--[7]--
0.0724,-bridge--gatc--genome--illumina--[1]--
0.0716,-bridge--gatc--genome--illumina--[11]--
0.0713,-genome--gatc--egdirb--illumina--[9]--
0.0704,-bridge--gatc--genome--illumina--[9]--
0.0695,-genome--gatc--egdirb--illumina--[10]--
0.0694,-genome--gatc--egdirb--illumina--[7]--
0.0686,-bridge--gatc--genome--illumina--[6]--
0.0681,-bridge--gatc--genome--illumina--[10]--
0.0677,-bridge--gatc--genome--illumina--[2]--
0.0675,-bridge--gatc--genome--illumina--[5]--
0.0675,-bridge--gatc--genome--illumina-
0.0671,-bridge--gatc--genome--illumina--[3]--
0.0669,-genome--gatc--egdirb--illumina-
0.0662,-genome--gatc--egdirb--illumina--[11]--
0.0657,-bridge--gatc--genome--illumina--[8]--
0.0657,-genome--gatc--egdirb--illumina--[3]--
0.0654,-genome--gatc--egdirb--illumina--[8]--
0.0653,-genome--gatc--egdirb--illumina--[4]--
0.0647,-genome--gatc--egdirb--illumina--[1]--
0.0642,-bridge--gatc--genome--illumina--[4]--
0.0641,-genome--gatc--egdirb--illumina--[5]--
0.064,-genome--bridge--gatc--genome--egdirb--genome-
0.0639,-genome--bridge--gatc--genome--bridge--genome-
0.0636,-bridge--genome--bridge--genome-
0.0619,-genome--gatc--egdirb--illumina--[6]--
0.0611,-genome--gatc--egdirb--illumina--[2]--
0.061,-genome--blunt--genome--bridge--genome-
0.0605,-tnulb--bridge--gatc--genome-
0.0587,-genome--egdirb--genome--tnulb--genome-
0.057,-bridge--gatc--[6]--egdirb--genome--illumina--genome-
0.0558,-genome--bridge--[6]--gatc--egdirb--illumina--genome-
0.0518,-genome--tnulb--illumina--genome-
