count,mask
41.2475,-genome-
6.1796,-genome--bridge--gatc--egdirb--genome-
5.4879,-genome--illumina--genome-
3.0301,-bridge--genome-
2.9175,-bridge--gatc--genome-
2.6632,-genome--bridge--genome-
2.4925,-genome--egdirb--genome-
1.4011,-bridge--gatc--egdirb--genome-
1.3905,-genome--egdirb--illumina--genome-
1.3521,-bridge--genome--illumina--genome-
1.2331,-genome--blunt--genome-
1.1499,-genome--tnulb--genome-
0.977,-bridge--gatc--genome--illumina--genome-
0.8249,-genome--bridge--gatc--egdirb--genome--illumina--genome-
0.8243,-genome--bridge--gatc--genome-
0.7205,-genome--gatc--egdirb--illumina--genome-
0.6528,-genome--gatc--egdirb--genome-
0.5803,-tnulb--genome-
0.3307,-genome--blunt--genome--egdirb--genome-
0.293,-genome--bridge--genome--illumina--genome-
0.2761,-genome--bridge--gatc--egdirb--illumina--genome-
0.2555,-genome--egdirb--genome--illumina--genome-
0.2466,-genome--bridge--genome--tnulb--genome-
0.2389,-bridge--gatc--egdirb--genome--illumina--genome-
0.2229,-genome--illumina--[1]--
0.215,-genome--illumina-
0.2103,-genome--illumina--[4]--
0.2087,-genome--illumina--[3]--
0.2077,-genome--illumina--[2]--
0.2066,-genome--illumina--[5]--
0.2056,-genome--illumina--[8]--
0.2033,-genome--illumina--[6]--
0.1997,-bridge--gatc--genome--egdirb--genome-
0.1991,-genome--illumina--[7]--
0.1986,-bridge--gatc--genome--bridge--genome-
0.1912,-genome--illumina--[9]--
0.1909,-genome--illumina--[10]--
0.1895,-genome--illumina--[11]--
0.1689,-genome--bridge--[3]--
0.1614,-genome--bridge--[2]--
0.152,-genome--bridge--gatc--genome--illumina--genome-
0.1507,-genome--bridge--[1]--
0.143,-bridge--genome--egdirb--genome-
0.1419,-bridge--gatc--tnulb--genome-
0.14,-genome--tnulb--genome--illumina--genome-
0.1357,-genome--bridge--genome--bridge--gatc--egdirb--genome-
0.1346,-genome--bridge-
0.1338,-bridge--genome--bridge--genome-
0.1305,-genome--blunt--genome--illumina--genome-
0.1284,-genome--bridge--gatc--[6]--
0.1246,-genome--bridge--gatc--[3]--
0.1235,-genome--bridge--gatc--[5]--
0.1218,--[6]--gatc--egdirb--genome-
0.1202,-genome--bridge--gatc--[4]--
0.1195,-genome--bridge--gatc--[2]--
0.119,-genome--egdirb--genome--bridge--gatc--egdirb--genome-
0.1166,-genome--bridge--gatc--egdirb--genome--egdirb--genome-
0.1161,-genome--bridge--gatc--[1]--
0.1147,-genome--bridge--gatc--egdirb--[5]--
0.1138,-genome--bridge--gatc--egdirb--[4]--
0.1105,-genome--bridge--gatc--egdirb-
0.1102,-genome--bridge--gatc-
0.1098,-genome--bridge--[4]--egdirb--genome-
0.1069,-genome--bridge--gatc--egdirb--[1]--
0.1068,-tnulb--bridge--gatc--egdirb--genome-
0.1054,-genome--bridge--gatc--egdirb--[2]--
0.105,-genome--bridge--gatc--egdirb--[3]--
0.1037,-genome--bridge--gatc--egdirb--[6]--
0.1035,-genome--tnulb--genome--bridge--gatc--egdirb--genome-
0.103,-genome--bridge--gatc--egdirb--[7]--
